Date,TATACOMM,TATACONSUM,TATAINVEST,TATAMOTORS,TATAMOTORS_COMM,TATAMOTORS_PASS,TATAPOWER,TATASTEEL,TATATECH,TCS
2006-06-13,-0.07299912049252433,-0.029842647856755278,-0.05435831457060136,,,-0.029207232267037586,-0.039970841939011015,-0.08530805687203791,,-0.03685503685503688
2006-06-14,0.012492093611638166,-0.04921700223713643,-0.04047619047619044,,,-0.03553008595988527,0.07061503416856496,0.012694300518134582,,-0.046428571428571375
2006-06-15,0.04326097141964702,0.0672268907563025,0.08294930875576023,,,0.03535353535353525,0.01891252955082745,0.05909439754412893,,0.03999464954521126
2006-06-16,0.06302395209580847,0.06299212598425208,0.06448445171849415,,,0.04806312769010046,0.009396751740139209,0.1407004830917875,,0.08874598070739559
2006-06-19,0.030840726658217132,0.03555555555555556,0.06426814268142689,,,0.05133470225872694,0.011378002528444897,0.014293276866066629,,-0.01476668635558176
2006-06-20,-0.005464480874316946,-0.0123748211731044,0.011268419531927032,,,-0.02213541666666663,-0.027272727272727226,-0.02609603340292277,,-0.03896882494004794
2006-06-21,0.014423076923076872,0.016585789816759622,-0.03399999999999992,,,0.015978695073235683,0.004672897196261738,0.023687031082529453,,0.021210230817217735
2006-06-22,0.012863913337846977,0.018808777429467183,0.03209109730848847,,,0.02096985583224109,0.03837209302325584,0.012564129410532976,,0.023213194868662246
2006-06-23,0.008021390374331583,0.05181818181818176,-0.02278263361513111,,,0.002503209242618709,0.005599104143336975,0.07310515975597132,,0.011761194029850763
2006-06-25,-0.01591511936339518,0.011967289408948867,0.005718475073313689,,,-0.013381138357129174,-0.0037861915367483068,0.02013875505877838,,0.0022127810231900025
2006-06-26,-0.05795148247978432,-0.02108928454109449,-0.040530689604898584,,,-0.046073977936404886,-0.05432595573440646,-0.07055823179370935,,-0.03435485295416418
2006-06-27,0.09513590844062958,0.0026845637583892135,-0.015347211669959004,,,0.012244897959183598,0.0749408983451536,0.04939024390243896,,0.002377903786354496
2006-06-28,0.03958197256694973,0.004016064257028162,-0.006790123456790087,,,0.0013440860215054862,0.00241917747965692,0.003292659306604717,,0.027980535279805263
2006-06-29,-0.02488062327217888,-0.0028000000000000247,0.025481665630826544,,,0.021476510067114152,0.051996489688459935,-0.020270270270270285,,-0.004733727810650845
2006-06-30,0.02976804123711352,0.0242010964032624,0.03015151515151504,,,0.04106438896189224,0.007716371220020779,0.051133004926108505,,0.03210463733650415
2006-07-03,-0.005130772118633442,-0.012793733681462083,0.03471098690983965,,,-0.0030924581887030733,-0.004552980132450313,0.014153153997563006,,0.033410138248847865
2006-07-04,0.023396226415094423,0.003702724147051084,0.020611229566453337,,,0.009812610787541143,-0.027027027027026973,-0.006746765249537878,,0.013377926421404673
2006-07-05,0.03146509341199599,0.013175230566534912,0.08328690807799433,,,0.0030719077173846365,0.030982905982905873,0.047641202195961796,,0.008195819581958252
2006-07-06,-0.018112488083889433,-0.016905071521456483,-0.05296991514528149,,,-0.0009999999999998899,-0.011398963730569922,-0.02557953637090349,,-0.01522177969338212
2006-07-07,-0.05339805825242716,0.003968253968253954,-0.012354059190877065,,,-0.026151151151151297,-0.005136268343815531,-0.042931364506425984,,-0.030747922437673103
2006-07-10,0.023076923076922995,0.0019762845849802257,-0.0463230240549829,,,0.011178208916870158,0.00621641555157515,0.005238095238095264,,0.026636181766218847
2006-07-11,-0.016666666666666607,-0.0269559500328731,0.022484865955606947,,,-0.03557814485387545,0.015287958115183242,-0.02700142112742776,,-0.01725961806135512
2006-07-12,0.006754173569516908,-0.006756756756756799,-0.025655483507189047,,,0.012911725955204068,-0.016089108910891103,0.008568646543330116,,0.07670953487054555
2006-07-13,-0.008354430379746813,-0.01632653061224487,0.01779513888888884,,,-0.0035119667013526756,0.0398322851153039,0.002123962154856107,,-0.015522230991844244
2006-07-14,-0.018381414347715008,0.004149377593360981,-0.024733475479744138,,,-0.035961362746377845,-0.04233870967741937,-0.012524084778420042,,0.002137894174238486
2006-07-17,-0.04928478543563064,-0.03305785123966942,-0.008890832240198265,,,-0.05761289012253734,0.012631578947368327,-0.03804878048780491,,-0.009600000000000053
2006-07-18,-0.03433182875119689,0.03774928774928776,-0.03529411764705881,,,-0.015086206896551713,0.01455301455301461,-0.026369168356997985,,-0.012924071082390909
2006-07-19,-0.01883852691218124,-0.02971859986273162,-0.01585365853658538,,,-0.03894967177242892,-0.018442622950819665,-0.03489583333333335,,-0.04637206764866342
2006-07-20,0.029594340984553158,0.05750866520478182,0.006660470879801705,,,0.05768063145112334,0.00020876826722338038,0.05137614678899083,,0.03604118993135019
